uuid;title;price;image;coordinates;guests;bedrooms;beds;bathrooms;description
7eede187-0de4-4288-a3fe-b0f6924b77ab;Beethoven Apartments;27;IMG-7eede187-0de4-4288-a3fe-b0f6924b77ab.jpg;53.91095576,27.53087211;4;2;1;1;Beethoven Apartments is located in a new building in the heart of Minsk. It offers free Wi-Fi and apartments with modern furnishings. All apartments comprise a balcony, a TV with cable channels and a fully equipped kitchen. The private bathroom comes with a bathtub or a shower. Various restaurants are located within 50 m. The Korona Shopping Centre is a 3-minute walk away. The Pobedy Park is a 10-minute walk away. Metro Stop Frunzenskaya and Molodegnaya can be reached in 7 minutes on foot. Minsk Railway Station is a 7-minute drive away, while Minsk Airport is a 30-minute drive from the Apartments Beethoven. 
4741d3a4-97e2-45ca-9b6b-a558c6898c0a;Minskapart Центр,Вокзал 1310;26;IMG-4741d3a4-97e2-45ca-9b6b-a558c6898c0a.jpg;53.89265370,27.55187510;2;2;1;2;Located 350 m from Lenina Square Metro Station in Minsk, Minskapart Центр,Вокзал 1310 offers modern design and free WiFi. The apartment comes with a washing machine, flat-screen TV and sofa. The private bathroom includes free toiletries, slippers, and a hairdryer. Guests can cook in the kitchen equipped with a fridge, stove, electric kettle and microwave. Alternatively, they can dine in the local cafes that are only a 2-minute walk from the apartment. Activities in the surrounding area include cycling. The property is 650 m from Dinamo Stadium, 1 km from Belarusian National Arts Museum, 1.5 km from Yanka Kupala National Academic Theatre. Minsk Train Station is 230 m from Minskapart Центр,Вокзал 1310 and Minsk National Airport is 37 km away. 
b249d254-a97b-48e8-bacb-484d2a457838;Voyage Hotel;57;IMG-b249d254-a97b-48e8-bacb-484d2a457838.jpg;53.89415400,27.45017100;3;1;2;1;This hotel is located in the Frunzensky District of Minsk, a 5-minute walk from the Medvezhino Forest Park. Free parking and a 24-hour reception are featured at Voyage Hotel. The bright rooms offer warm-coloured interiors and classic-style décor. Each room includes a flat-screen TV, a balcony and a private bathroom equipped with a hairdryer. The on-site cafe serves hot meals along with snacks and drinks. You will find a bank, a grocery shop and a pharmacy within a 5-minute walk of the property. Kuntsevschina Metro Station is within a 20-minute walk or 3 bus stops from Voyage Hotel. Minsk Central Train Station is 9 km away, and Minsk National Airport is 56 km from the hotel. 
7a822912-18c7-46c0-8a01-bded7f735afe;Apartments na Lenina;42;IMG-7a822912-18c7-46c0-8a01-bded7f735afe.jpg;53.89977112,27.56095705;2;3;2;2;Lenina 11 Apartment is a self-catering accommodation located in Minsk. Free WiFi access is available. The property is 200 m from Yanka Kupala National Academic Theatre and 130 m from Belarusian National Arts Museum. The apartment provides a seating area with a sofa and a TV. Complete with a refrigerator, the kitchen also has an electric kettle and a dining table. Featuring a bath, private bathrooms also come with a hairdryer and free toiletries. Extras include a washing machine, bed linen and ironing facilities. If you feel like visiting the surroundings, several parks can be reached in 700 m.  Minsk National Airport is located 36 km away. 
f3000353-717a-4a7d-a948-64adfb3b1756;Apartments at Prospect Gazety Pravda;32;IMG-f3000353-717a-4a7d-a948-64adfb3b1756.jpg;53.86609606,27.48119755;3;2;4;1;Apartments at Prospect Gazety Pravda offers pet-friendly accommodation in Minsk, 6 km from Pishchalausky Castle and Belarusian National Arts Museum. Free WiFi is available throughout the property. There is a dining area and a kitchen complete with a microwave and a refrigerator. Towels and bed linen are offered in this apartment. There is a private bathroom with a bath. Cathedral of Saint Virgin Mary is 6 km from Prospect Gazety Pravda , while Holy Spirit Cathedral is 7 km away. The nearest airport is Minsk National Airport, 36 km from Apartments at Prospect Gazety Pravda. Train station is 10 minute drive away and the city centre can be reached within 15 minutes from Apartments at Prospect Gazety Pravda. 
99397518-e599-4a6d-9591-e8d589ad1018;Apartment Exclusive;56;IMG-99397518-e599-4a6d-9591-e8d589ad1018.jpg;53.90928542,27.57544488;4;3;2;2;Featuring free Wi-Fi and a fully equipped kitchen, Apartment Exclusive is located in the city centre of Minsk, just a 5-minute walk from Gorky Park. National Opera and Ballet Theatre is a 15-minute walk away. The spacious apartment features a balcony, flat-screen TV with satellite channels and fireplace. The bathroom is equipped with a hairdryer and free toiletries. Plenty of cafes and restaurants are just a 5-minute walk away. Minsk Central Train Station is 3 km away and Minsk National Airport is 35 km away. Republic Palace is a 20-minute walk away. 
be4b0f6c-6056-4da8-91af-6bd4b1a6002d;Гостевой домик Райский сад;65;IMG-be4b0f6c-6056-4da8-91af-6bd4b1a6002d.jpg;53.81506100,27.65318000;3;1;3;1;Situated 12 km from Chizhovka-Arena, Гостевой домик Райский сад features accommodation with a shared lounge, a garden and a shared kitchen for your convenience. The accommodation has a sauna. Featuring a living room with a sofa bed, as well as a fully equipped kitchenette, each unit has a private bathroom with shower and a washing machine. A terrace with river views is offered in every unit. A barbecue is available on site and fishing can be enjoyed within close proximity of the holiday home. Dinamo Stadium is 14 km from Гостевой домик Райский сад, while Palace of Republic is 15 km from the property. The nearest airport is Minsk National, 33 km from the accommodation, and the property offers a paid airport shuttle service. 
65a6410b-d3a9-48f5-a439-9168fb7d56aa;Vip Arenda Grushevka;63;IMG-65a6410b-d3a9-48f5-a439-9168fb7d56aa.jpg;53.88687000,27.52042500;3;2;1;2;Set in Minsk, 4.4 km from Dinamo Stadium, Vip Arenda Grushevka offers accommodation with a garden, free WiFi, a 24-hour front desk, and room service. The air-conditioned accommodation is 5 km from Palace of Republic. The apartment is fitted with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a dining area, a fully equipped kitchen, and a balcony with garden views. Guests at the apartment can enjoy a continental or a à la carte breakfast. Vip Arenda Grushevka offers a children's playground. A casino is available on site and hiking can be enjoyed within close proximity of the accommodation. Palova Arena is 5 km from Vip Arenda Grushevka, while Minsk Sports Palace is 5 km away. The nearest airport is Minsk National, 43 km from the apartment, and the property offers a paid airport shuttle service. 
34eefeac-eeba-4a88-a063-0a0aa86e7725;Minsk, Leonida Bedy str, 33;31;IMG-34eefeac-eeba-4a88-a063-0a0aa86e7725.jpg;53.90086230,27.56037890;2;1;1;2;In the heart of Minsk, set within a short distance of Palace of Republic and Dinamo Stadium, Minsk, Leonida Bedy str, 33 offers free WiFi, air conditioning and household amenities such as a dishwasher and kettle. Located 1.6 km from Palova Arena, the property offers a casino. The apartment is fitted with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. For added convenience, the property can provide towels and bed linen for an extra charge. Minsk Sports Palace is 1.9 km from the apartment, while Olympic Sports Complex is 5 km away. The nearest airport is Minsk National, 40 km from Minsk, Leonida Bedy str, 33, and the property offers a paid airport shuttle service. 
e8f9086f-ed00-43f1-acb4-f98b95d05fac;PaulMarie Apartment near Nezavisimosti;45;IMG-e8f9086f-ed00-43f1-acb4-f98b95d05fac.jpg;53.89679200,27.55463100;5;3;2;1;In the centre of Minsk, located within a short distance of Dinamo Stadium and Palace of Republic, PaulMarie Apartment near Nezavisimosti offers free WiFi, air conditioning and household amenities such as a dishwasher and kettle. It is set 1.6 km from Palova Arena and provides a tour desk. The apartment is equipped with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a fully equipped kitchen, and a balcony with city views. A à la carte breakfast is available daily at the apartment. If you would like to discover the area, hiking is possible in the surroundings and PaulMarie Apartment near Nezavisimosti can arrange a car rental service. Minsk Sports Palace is 1.6 km from the accommodation, while Olympic Tennis Centre is 3.8 km away. The nearest airport is Minsk National, 31 km from PaulMarie Apartment near Nezavisimosti, and the property offers a paid airport shuttle service. 
b52816ba-dac5-42de-8bcf-0de7da58aedb;Victory Square Kvartir 2;28;IMG-b52816ba-dac5-42de-8bcf-0de7da58aedb.jpg;53.90981471,27.57308990;5;2;2;2;Located in Minsk city centre, within a 10-minute walk of Ploshcha Pobedy Metro Station, these apartments feature free Wi-Fi. The Palace of the Republic is 1 metro stop away. Each apartment at Vip-kvartira on Rumyantseva street 15 is individually decorated and includes a flat-screen TV. A hairdryer is provided in the bathrooms. Guests are welcome to use the fully equipped kitchen, which comes complete with a stove, microwave and kettle. A range of restaurants and cafes can be found within a 10-minute walk of the apartments. Minsk Train Station is 2 metro stops from Vip-kvartira on Rumyantseva street 15 and Minsk International Airport is 41 km away. A shuttle service and parking are available. 
19aef004-9ff1-48d6-8f9b-cb6e3fc6c2d5;Agrousadba Elnica;33;IMG-19aef004-9ff1-48d6-8f9b-cb6e3fc6c2d5.jpg;53.82233476,27.71790504;4;1;1;1;Agrousadba Elnica features garden views, free WiFi and free private parking, located in Minsk, 12 km from Chizhovka-Arena. All units come with a seating area, a flat-screen TV with satellite channels and a private bathroom with slippers and shower. Some units also have a kitchen equipped with a microwave, a fridge, and an oven. The farm stay offers a children's playground. After a day of hiking or fishing, guests can relax in the garden or in the shared lounge area. Dinamo Stadium is 16 km from Agrousadba Elnica, while Palace of Republic is 16 km away. The nearest airport is Minsk National Airport, 28 km from the accommodation. 
f55b0cdf-9847-4831-b728-1a266fd6ca20;Grand Inn;68;IMG-f55b0cdf-9847-4831-b728-1a266fd6ca20.jpg;53.91267437,27.55565822;5;3;2;1;Grand Inn features rooms with free WiFi in Minsk, conveniently situated 1.3 km from National Academic Big Opera and Ballet Theatre and 1.4 km from Belarusian Great Patriotic War Museum. This property is situated a short distance from attractions such as Belarusian State Circus, Palace of Republic, and Cathedral of Saint Virgin Mary. Holy Spirit Cathedral is 1.8 km away. Rooms include a shared bathroom with a hair dryer. There is also a shared kitchen on site. Victory Square is 2.1 km from the guest house. Minsk National Airport is 42 km away. 
1f57f1ff-0d2a-43d2-a1dd-473dc0d3fcab;Apartments in the center on Rumyantseva 17;45;IMG-1f57f1ff-0d2a-43d2-a1dd-473dc0d3fcab.jpg;53.90899100,27.57936100;2;3;4;1;Apartments in the center on Rumyantseva 17 is situated in the Partizansky District district of Minsk, 2.1 km from Palace of Republic, 2.6 km from Palova Arena and 2.9 km from Dinamo Stadium. It is located 3 km from Olympic Sports Complex and features a tour desk. This apartment features 1 bedroom, a flat-screen TV, and a kitchen. Speaking German, English, Spanish and Russian, staff are always on hand to help at the reception. Both a bicycle rental service and a car rental service are available at the apartment, while hiking can be enjoyed nearby. Minsk Sports Palace is 3.5 km from Apartments in the center on Rumyantseva 17, while Olympic Tennis Centre is 7 km from the property. The nearest airport is Minsk National, 34 km from the accommodation, and the property offers a paid airport shuttle service. 
6cbc8c1d-4ba4-44da-b422-f90489f4b936;Minsklux Apartment on Nezavisimosty ave.13;68;IMG-6cbc8c1d-4ba4-44da-b422-f90489f4b936.jpg;53.89775100,27.55243100;2;1;2;1;Right in the centre of Minsk, set within a short distance of Dinamo Stadium and Palace of Republic, Minsklux Apartment on Nezavisimosty ave.13 offers free WiFi, air conditioning and household amenities such as a fridge and kettle. The property features city views and is 2 km from Palova Arena and 2.3 km from Minsk Sports Palace. The apartment has 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a hot tub. Towels and bed linen are offered. Speaking English and Russian at the 24-hour front desk, staff are always at hand to help. At the apartment guests are welcome to take advantage of a hot tub. Olympic Tennis Centre is 5 km from Minsklux Apartment on Nezavisimosty ave.13, while Olympic Sports Complex is 6 km from the property. The nearest airport is Minsk National, 43 km from the accommodation, and the property offers a paid airport shuttle service. 
2f955fbe-0faa-417b-87a6-d9dc34a70be4;Aparton Krasnaya 22;25;IMG-2f955fbe-0faa-417b-87a6-d9dc34a70be4.jpg;53.91416977,27.58021460;3;1;1;1;Situated 2.5 km from Palace of Republic, Aparton Krasnaya 22 features accommodation with free WiFi and free private parking. There is also a kitchen in some of the units equipped with a microwave and fridge. Olympic Sports Complex is 2.6 km from the apartment, while Dinamo Stadium is 3.2 km from the property. The nearest airport is Minsk National, 46 km from Aparton Krasnaya 22, and the property offers a paid airport shuttle service. 
246515af-6d2b-4e0c-be85-565d71404a54;Aparton Bronevoi pereulok 13;69;IMG-246515af-6d2b-4e0c-be85-565d71404a54.jpg;53.90580400,27.58088700;3;2;1;1;Situated in Minsk, 2.9 km from Palace of Republic and 3.2 km from Olympic Sports Complex, Aparton Bronevoi pereulok 13 features city views and free WiFi. There is also a kitchen in some of the units equipped with a microwave, a fridge, and an oven. A continental breakfast is available each morning at the apartment. Dinamo Stadium is 3.2 km from Aparton Bronevoi pereulok 13, while Palova Arena is 4.1 km from the property. The nearest airport is Minsk National, 42 km from the accommodation, and the property offers a paid airport shuttle service. 
53356430-e561-48b5-a93d-7258aba1df49;Апартаменты в центре,метро Октябрьская;67;IMG-53356430-e561-48b5-a93d-7258aba1df49.jpg;53.89829668,27.55813122;5;3;2;2;Situated in Minsk, 300 m from Dinamo Stadium and 1.2 km from Palace of Republic, Апартаменты в центре, метро Октябрьская features city views and free WiFi. Some units are fitted with air conditioning, a flat-screen TV, washing machine and a kettle, as well as a kitchen. Palova Arena is 1.8 km from the apartment, while Minsk Sports Palace is 2.1 km from the property. The nearest airport is Minsk National Airport, 40 km from Апартаменты в центре, метро. 
58961f14-a37d-489e-a52e-ba8031707199;Metro Yruchje,Avenue Nezavisimosti;45;IMG-58961f14-a37d-489e-a52e-ba8031707199.jpg;53.95024700,27.69408200;6;2;3;1;Situated in Minsk, 1.5 km from Uruchie Sports Palace, Metro Yruchje, Avenue Nezavisimosti features accommodation with a casino, free WiFi, a 24-hour front desk, and room service. The property features garden and city views, and is 1.7 km from Shooting Centre Sporting Club. The apartment has 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a microwave and a fridge, and 1 bathroom with a bath or shower. Towels and bed linen are available in the apartment. The apartment offers a children's playground. Both a bicycle rental service and a car rental service are available at Metro Yruchje, Avenue Nezavisimosti. Shooting Centre is 4.1 km from the accommodation, while Olympic Sports Complex is 9 km from the property. The nearest airport is Minsk National, 32 km from Metro Yruchje, Avenue Nezavisimosti, and the property offers a paid airport shuttle service. 
2fef4769-7dbf-420f-983b-5bb73ea4730a;Апартаменты Карамель. Relax Secret Place.;32;IMG-2fef4769-7dbf-420f-983b-5bb73ea4730a.jpg;53.91164400,27.57946400;5;1;1;1;Situated in Minsk, 2.7 km from Olympic Sports Complex, 3.3 km from Palace of Republic and 4.1 km from Dinamo Stadium, Апартаменты Карамель. Relax Secret Place. Features accommodation with a balcony and free WiFi. This apartment is 7 km from Olympic Tennis Centre and 7 km from Falcon Club. Boasting a Blu-ray player, the apartment has a kitchen with a dishwasher, a microwave and a fridge, a living room with a seating area and a dining area, 1 bedroom, and 1 bathroom with a shower and a bath. A flat-screen TV with satellite channels and a DVD player are available. The apartment offers a terrace. A casino and a children's playground are available for guests at Апартаменты Карамель. Relax Secret. Palova Arena is 5 km from the accommodation, while Minsk Sports Palace is 5 km from the property. The nearest airport is Minsk National Airport, 41 km from Апартаменты Карамель. Relax Secret Place.. 
52b860b5-9a70-45dd-a304-4371261992ba;Apartment Delux Minsk-arena;61;IMG-52b860b5-9a70-45dd-a304-4371261992ba.jpg;53.93730800,27.47039300;4;2;4;1;Apartment Delux Minsk-arena is located in the Tsentralny District district of Minsk, 5 km from Falcon Club, 6 km from Palova Arena and 8 km from Palace of Republic. With free private parking, the property is 1.5 km from Minsk-Arena and 4.4 km from Olympic Tennis Centre. This apartment includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a bath or shower and a washing machine. Dinamo Stadium is 8 km from the apartment, while Minsk Sports Palace is 9 km away. The nearest airport is Minsk National Airport, 42 km from Apartment Delux Minsk-arena. 
66b783cb-d969-43af-a131-1a4f4eb82859;Apartment on Pritytskogo;37;IMG-66b783cb-d969-43af-a131-1a4f4eb82859.jpg;53.90536370,27.45976920;5;3;4;1;Set in Minsk, 6 km from Olympic Tennis Centre, Apartment on Pritytskogo offers accommodation with a shared lounge, free WiFi, a 24-hour front desk, and room service. Housed in a building dating from 2016, this apartment is 7 km from Falcon Club and 8 km from Palace of Republic. The apartment is fitted with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. There is a children's playground and a terrace at this property and guests can go hiking and skiing nearby. Dinamo Stadium is 8 km from the apartment, while Palova Arena is 8 km from the property. The nearest airport is Minsk National Airport, 48 km from Apartment on Pritytskogo. 
3218fd39-bd6d-4189-9472-c1c2089bdd3e;metro Oktyabrskaya;55;IMG-3218fd39-bd6d-4189-9472-c1c2089bdd3e.jpg;53.90212500,27.55639600;2;2;3;2;In the centre of Minsk, located within a short distance of Palace of Republic and Dinamo Stadium, metro Oktyabrskaya offers free WiFi, air conditioning and household amenities such as a microwave and kettle. The property is 4.4 km from Olympic Tennis Centre and 5 km from Olympic Sports Complex. The apartment is equipped with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a balcony with city views. Palova Arena is 1.1 km from the apartment, while Minsk Sports Palace is 1.4 km away. The nearest airport is Minsk National Airport, 43 km from metro Oktyabrskaya. 
c2cd4d91-3ac6-421e-9165-17b8ff90131a;Uyutnaya komnata vozle metro;26;IMG-c2cd4d91-3ac6-421e-9165-17b8ff90131a.jpg;53.90626000,27.47744500;4;2;3;2;Set in Minsk, 5 km from Olympic Tennis Centre and 5 km from Falcon Club, Uyutnaya komnata vozle metro offers city views and free WiFi. All units comprise a seating area with a sofa, a dining area, and a fully equipped kitchen with various cooking facilities, including a microwave, a fridge, an oven and a stovetop. Hiking can be enjoyed nearby. Dinamo Stadium is 6 km from the aparthotel, while Palace of Republic is 6 km from the property. The nearest airport is Minsk National, 42 km from Uyutnaya komnata vozle metro, and the property offers a paid airport shuttle service. 
7d3f5cc8-77e1-4196-8174-266a69bac598;Apartment Minsk Centr ЖД Вокзал Свердлова 24 с двумя спальнями;44;IMG-7d3f5cc8-77e1-4196-8174-266a69bac598.jpg;53.89280425,27.55463099;4;3;3;1;Offering city views, a casino and free WiFi, Apartment Minsk Centr ЖД Вокзал Свердлова 24 с двумя спальнями is located in Minsk, 400 m from Dinamo Stadium and 1.2 km from Palace of Republic. Featuring a kitchen with a microwave and a fridge, each unit also comes with a satellite flat-screen TV, ironing facilities, desk and a seating area with a sofa. There is a private bathroom with shower in all units, along with a hairdryer and free toiletries. Palova Arena is 2 km from the apartment, while Minsk Sports Palace is 2 km from the property. The nearest airport is Minsk National, 31 km from Apartment Minsk Centr ЖД Вокзал, and the property offers a paid airport shuttle service. 
ee6abfb4-656c-4cc4-a478-4826ffba5ef7;Molnar Apartments Lenina 6;66;IMG-ee6abfb4-656c-4cc4-a478-4826ffba5ef7.jpg;53.90131800,27.55748700;6;2;1;1;Right in the heart of Minsk, situated within a short distance of Palace of Republic and Dinamo Stadium, Molnar Apartments Lenina 6 offers free WiFi, air conditioning and household amenities such as a dishwasher and kettle. The property is 5 km from Olympic Tennis Centre and 5 km from Olympic Sports Complex. The apartment features 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a dining area, a fully equipped kitchen, and a balcony with city views. If you would like to discover the area, hiking is possible in the surroundings. Palova Arena is 1.2 km from the apartment, while Minsk Sports Palace is 1.5 km from the property. The nearest airport is Minsk National, 43 km from Molnar Apartments Lenina 6, and the property offers a paid airport shuttle service. 
7d4ecc94-552b-4bd3-924f-1b1efb6dd8b5;Apartment Roomer 6;51;IMG-7d4ecc94-552b-4bd3-924f-1b1efb6dd8b5.jpg;53.91018404,27.52029079;6;2;2;2;Offering a balcony, Apartment Roomer 6 is a self-catering accommodation located in Minsk. Free WiFi access is available throughout and the property is 2 km from BelExpo Exhibition Centre. The apartment has a bedroom with a desk and a flat-screen TV. The private bathroom is fitted with a shower and a washing machine is also provided. There is also a kitchen, which is equipped with hotplates, an oven and a microwave. Shops can be found within walking distance of the accommodation. Free public parking is possible on site and the Cathedral of Saint Virgin Mary is 2.4 km from the property. 
ab6fc24f-d897-40e5-927b-7f8a7c6ea9d3;Apartment Roomer 10;44;IMG-ab6fc24f-d897-40e5-927b-7f8a7c6ea9d3.jpg;53.90351650,27.54558920;2;2;3;1;Providing city views and free WiFi, Apartment Roomer 10 provides accommodation well set in the centre of Minsk, within a short distance of Palace of Republic, Dinamo Stadium and Palova Arena. Featuring a kitchen with a microwave and a fridge, each unit also comes with a cable flat-screen TV, ironing facilities, wardrobe and a seating area with a sofa. There is a private bathroom with bath in every unit, along with bathrobes, slippers and a hairdryer. A à la carte breakfast is available daily at the apartment. If you would like to discover the area, hiking is possible in the surroundings and Apartment Roomer 10 can arrange a bicycle rental service. Minsk Sports Palace is 2.1 km from the accommodation, while Olympic Tennis Centre is 3.9 km away. The nearest airport is Minsk National, 42 km from Apartment Roomer 10, and the property offers a paid airport shuttle service. 
fa7fe705-cd93-4aa7-b8e4-130a41c9d808;U Kamina;38;IMG-fa7fe705-cd93-4aa7-b8e4-130a41c9d808.jpg;53.94499187,27.75404223;5;2;2;2;Situated in Minsk, within 5 km of Uruchie Sports Palace and 5 km of Shooting Centre Sporting Club, U Kamina offers accommodation with free WiFi, air conditioning, a shared lounge and a garden. Boasting free private parking, the villa is in an area where guests can engage in activities such as hiking and table tennis. The villa has 4 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a fully equipped kitchen, and a patio with garden views. Speaking Belarusian, English and Russian, staff will be happy to provide guests with practical advice on the area at the reception. A barbecue can be found at the villa, along with a terrace. Shooting Centre is 6 km from U Kamina, while Olympic Sports Complex is 14 km from the property. The nearest airport is Minsk National, 31 km from the accommodation, and the property offers a paid airport shuttle service. 
fc9323e1-bc97-4f17-a824-38d1e3294206;Silent Place;51;IMG-fc9323e1-bc97-4f17-a824-38d1e3294206.jpg;53.94524487,27.74507046;4;2;3;2;Silent Place is situated in Minsk, 4 km from Uruchie Sports Palace and 6 km from Shooting Centre Sporting Club, in an area where hiking can be enjoyed. This villa has a garden, barbecue facilities, free WiFi and free private parking. The villa has 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a terrace with garden views. Shooting Centre is 6 km from the villa, while Olympic Sports Complex is 13 km from the property. The nearest airport is Minsk National Airport, 37 km from Silent Place. 
17ab8374-7522-4949-a8f7-d9e042f80be6;VIP-квартира Независимости , 39;63;IMG-17ab8374-7522-4949-a8f7-d9e042f80be6.jpg;53.90997900,27.57635200;4;3;4;1;Boasting a restaurant and a bar, VIP-квартира Независимости, 39 features accommodation in Minsk with free WiFi and city views. The property is 3.2 km from Palova Arena and 3.3 km from Olympic Sports Complex. The apartment has 1 bedroom, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a bidet. Towels and bed linen are available. A children's playground is also available for guests at the apartment. Palace of Republic is 2 km from VIP-квартира Независимости, 39, while Dinamo Stadium is 2.8 km from the property. The nearest airport is Minsk National, 41 km from the accommodation, and the property offers a paid airport shuttle service. 
8a845def-e3a1-4562-9e21-1e5a612ce621;Apartment on Mstislavsta 18;30;IMG-8a845def-e3a1-4562-9e21-1e5a612ce621.jpg;53.93235100,27.65122800;5;3;1;2;Apartment on Mstislavsta 18 is located in the Pervomaysky District district of Minsk, 3.8 km from Olympic Sports Complex, 5 km from Uruchie Sports Palace and 7 km from Shooting Centre Sporting Club. The property is 8 km from Minsk Sports Palace and 8 km from Palova Arena. This apartment comes with 1 bedroom, a flat-screen TV, and a kitchen. Shooting Centre is 8 km from the apartment, while Palace of Republic is 8 km away. The nearest airport is Minsk National Airport, 29 km from Apartment on Mstislavsta 18. 
4a6611a9-21e1-4f3a-856f-10fece0dcccd;One-Bedroom Apartment on Nezavisimosti 48;32;IMG-4a6611a9-21e1-4f3a-856f-10fece0dcccd.jpg;53.91387999,27.58498013;3;3;3;1;Boasting garden views, One-Bedroom Apartment on Nezavisimosti 48 features accommodation with a balcony and a kettle, around 2.5 km from Olympic Sports Complex. It has city views and free WiFi throughout the property. The apartment features 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a fridge, a stovetop, and a washing machine. For added convenience, the property can provide towels and bed linen for an extra charge. A children's playground is available for guests at the apartment to use. Palace of Republic is 2.8 km from One-Bedroom Apartment on Nezavisimosti 48, while Palova Arena is 4 km from the property. The nearest airport is Minsk National, 41 km from the accommodation, and the property offers a paid airport shuttle service. 
71b35933-72ad-4d37-85a8-5d1527719694;Уютная квартира в центре Минска;56;IMG-71b35933-72ad-4d37-85a8-5d1527719694.jpg;53.91267400,27.52686900;4;3;4;2;Set in Minsk, 1.4 km from Olympic Tennis Centre and 1.5 km from Palova Arena, Уютная квартира в центре Минска offers free WiFi and air conditioning. The property is 2.5 km from Falcon Club and 2.8 km from Dinamo Stadium. The apartment has 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a fully equipped kitchen, and a balcony with city views. The apartment offers a children's playground. Minsk Sports Palace is 1.5 km from Уютная квартира в центре Минска, while Palace of Republic is 2.4 km from the property. The nearest airport is Minsk National Airport, 33 km from the accommodation. 
3d05a7de-a57a-435a-b2b1-8e2274ec6ff1;квартира на Независимости 31 Площадь Победы;41;IMG-3d05a7de-a57a-435a-b2b1-8e2274ec6ff1.jpg;53.90799633,27.57213506;6;2;3;2;Квартира на Независимости 31 Площадь Победы is situated in the Tsentralny District district of Minsk, 2.4 km from Dinamo Stadium, 2.7 km from Palace of Republic and 3 km from Olympic Sports Complex. Guests staying at this apartment have access to free WiFi and a fully equipped kitchen. Offering 1 bedroom and 1 bathroom, this apartment features a flat-screen TV. Guests at the apartment can enjoy a Full English/Irish breakfast. Minsk Sports Palace is 3 km from квартира на Независимости 31, while Palova Arena is 3.9 km from the property. The nearest airport is Minsk National Airport, 42 km from the accommodation. 
4043d62d-5d3f-4009-974f-5b62e0a3cdba;уютная квартира;70;IMG-4043d62d-5d3f-4009-974f-5b62e0a3cdba.jpg;53.87219000,27.63282800;2;3;1;1;Situated in Minsk, 3.1 km from Chizhovka-Arena and 6 km from Olympic Sports Complex, уютная квартира features air-conditioned accommodation with a balcony and free WiFi. This apartment is 7 km from Palova Arena and 7 km from Minsk Sports Palace. The apartment has 1 bedroom, a kitchen with a fridge and a stovetop, a washing machine, and 1 bathroom with bathrobes and slippers. Towels and bed linen are available in this accommodation. Dinamo Stadium is 6 km from уютная квартира, while Palace of Republic is 6 km from the property. The nearest airport is Minsk National Airport, 26 km from the accommodation. 
0e168875-6569-4652-8f0b-1b4d01c0041c;Квартира-Студия Диадема;62;IMG-0e168875-6569-4652-8f0b-1b4d01c0041c.jpg;53.87142300,27.55552300;5;2;3;1;Квартира-Студия Диадема in Minsk provides accommodation with free WiFi, 2.7 km from Dinamo Stadium, 3.6 km from Palace of Republic and 4.4 km from Palova Arena. The property is 6 km from Olympic Tennis Centre and 6 km from Olympic Sports Complex. The apartment comes with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a fully equipped kitchen, and a balcony with city views. Minsk Sports Palace is 4.4 km from the apartment, while Chizhovka-Arena is 6 km away. The nearest airport is Minsk National Airport, 31 km from Квартира-Студия Диадема. 
6e8b63e1-cd65-4930-be26-ef1caccbb646;Просторная 2-комнатная квартира возле центра;28;IMG-6e8b63e1-cd65-4930-be26-ef1caccbb646.jpg;53.86642300,27.48463300;3;1;1;2;Located in Minsk, 7 km from Dinamo Stadium, Просторная 2-комнатная квартира возле центра provides accommodation with a shared lounge, free WiFi and a 24-hour front desk. Housed in a building dating from 2013, this apartment is 8 km from Palace of Republic and 8 km from Palova Arena. The apartment is equipped with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. A car rental service is available at the apartment. Minsk Sports Palace is 9 km from Просторная 2-комнатная квартира возле центра, while Falcon Club is 10 km away. The nearest airport is Minsk National, 50 km from the accommodation, and the property offers a paid airport shuttle service. 
